2016-02-16 11:52:35 INFO  Log:71 - 
 ----------------------------------------------------------------------Script Started----------------------------------------------------------------------
2016-02-16 11:52:58 INFO  Log:384 - Number of accounts added in the Email Rows are:1
2016-02-16 11:52:58 INFO  Log:388 - Number of accounts added in the Email are:1
2016-02-16 11:53:01 INFO  Log:390 - The deleted account is: Office365 (amarendra.g@motivitylabs.com)
2016-02-16 11:53:09 INFO  Log:384 - Number of accounts added in the Email Rows are:1
2016-02-16 11:53:09 INFO  Log:388 - Number of accounts added in the Email are:1
2016-02-16 11:53:12 INFO  Log:390 - The deleted account is: Google (labsmotivity1@gmail.com)
2016-02-16 11:53:20 INFO  Log:399 - There is no accounts to be deleted in Email accounts
2016-02-16 11:53:35 INFO  Log:417 - The added account is: Dropbox (labsmotivity1@gmail.com)
2016-02-16 11:53:51 INFO  Log:417 - The added account is: Box (labsmotivity1@gmail.com)
2016-02-16 11:54:07 INFO  Log:417 - The added account is: Box (amargvn@gmail.com)
2016-02-16 11:54:24 INFO  Log:417 - The added account is: Onedrive (Motivity1labs)
2016-02-16 11:54:43 INFO  Log:417 - The added account is: Google (labsmotivity1@gmail.com)
2016-02-16 11:54:57 INFO  Log:426 - There is no accounts to be deleted
2016-02-16 11:55:04 INFO  Log:426 - There is no accounts to be deleted
2016-02-16 11:55:07 INFO  Log:426 - There is no accounts to be deleted
2016-02-16 11:55:10 INFO  Log:426 - There is no accounts to be deleted
2016-02-16 11:55:14 INFO  Log:426 - There is no accounts to be deleted
2016-02-16 11:55:17 INFO  Log:426 - There is no accounts to be deleted
2016-02-16 11:55:20 INFO  Log:399 - There is no accounts to be deleted in Email accounts
2016-02-16 11:55:26 INFO  Log:426 - There is no accounts to be deleted
2016-02-16 11:55:29 INFO  Log:399 - There is no accounts to be deleted in Email accounts
2016-02-16 11:55:35 INFO  Log:426 - There is no accounts to be deleted
